name,price_low,price_high,rating_num,rating,description
"Libbey Glassware 16 Ounce Frost Cooler Glasses, 8 Count",$7.94 ,$7.94 ,8,4.5,"Made of glass
Holds 16 oz
Dishwasher safe"
"Midea 16-bottle Countertop Wine Cooler, Black WHS-64W1",$89.99 ,$89.99 ,4,4.8,Midea 16-Bottle Wine Cooler:
Coleman 6 Can Cooler Sleeve,$8.44 ,$8.44 ,4,4.5,"Holds 6 cans
Dual-zippered design to open from either side
Adjustable shoulder strap for carrying comfort"
Extreme Pak??? Cooler Bag w/JX Swamper Camo,$26.89 ,$26.89 ,0,0,The Extreme Pak Cooler Bag w JX Swamper Camo features a one piece liner has no seams 600D polyester
Inflatable Tabletop Cooler 2-Pack,$21.25 ,$21.25 ,1,5,"A party can pop up anywhere thanks to this reusable,  inflatable cooler. Simply inflate and fill with ice for your picnics, BBQs, tailgates and more. Drain, deflate, dry and use again next"
RIO Gear Stainless Steel Cooler 54 qt.,$144.99 ,$144.99 ,1,5,"Holds up to 85 cans,54 quart capacity,Stainless steel body"
Ktaxon Outdoor Beverage Rolling Cooler w/Table & 2 Foldable Chairs Carrying Bag,$78.98 ,$78.98 ,0,0,"Foldable design makes it is easy to carry
With this rolling cooler, you can enjoy the hot food anytime you like
Made of high temperature resistance material
Exquisite"
Intex River Run II 2-Person Water Tube Float w/ Cooler and Connectors | 58837EP,$30.98 ,$30.98 ,7,4.9,"Five air chambers for durability
Large built-in cooler with an easy close lid
Easy-to-use connectors are included for fastening it to other Intex River Runs."
Ozark Trail 52 and 73 Quart Coolers Replacement Drain Set,$7.81 ,$7.81 ,7,4.9,"Includes: Main drain with hose attachement, gasket, chain, and screw
Fits Ozark Trail 52 and 73 QT High-Performance Coolers"
"White Inflatable Buffet Cooler, 52 x 28in",$10.99 ,$10.99 ,13,4.2,"1 Inflatable Party Cooler (52"" x 28"")
Fill Inflatable Cooler with ice to keep food and drinks cold
Use summer party supplies for an outdoor party or summer birthday party"
Sportsman 40-Quart Cooler,$318.28 ,$318.28 ,10,4.8,#NAME?
Frosty 75 Wheeled Premium Roto molded Cooler 8 sizes,$229.99 ,$229.99 ,0,0,"New gasket provides a very tight seal
Premium never fail hinges
Rapid drain system"
"Earthwise Insulated Grocery Bag Shopping Cooler Tote BLACK with Silver & White Trim LARGE CAPACITY w/ZIPPER CLOSURE and FRONT POCKET Thermal for Hot or Cold Food""18.5 W x 13.5 H x 5.5"" D",$17.99 ,$17.99 ,1,5,"This is a great insulated grocery bag for picnics, grocery shopping or days at the beach. The bag is fully insulated and lined with PEVA which makes the inside of the bag water and leak proof. It has"
Ozark Trail 52 and 73 Quart Coolers Replacement Drain Set,$7.81 ,$7.81 ,7,4.9,"Includes: Main drain with hose attachement, gasket, chain, and screw
Fits Ozark Trail 52 and 73 QT High-Performance Coolers"
nICE CYY-514591 90L Premium Cooler with Wheels - Grey,$227.47 ,$227.57 ,0,0,nICE CYY-514591 90L Premium Cooler with Wheels - Grey
"NewAir ABR-1770 177 Can Deluxe Beverage Cooler, Stainless Steel",$618.99 ,$618.99 ,41,4.2,"NewAir ABR-1770 177 Can Deluxe Beverage Cooler, Stainless Steel:
Compressor cooling is quiet and produces minimal vibrations
Cools down to a perfect 36 degrees
Free-standing"
Costway Outdoor Rattan 80QT Party Portable Rolling Cooler Cart Ice Beer Beverage Chest,$159.99 ,$159.99 ,23,4.2,"?Humanized Design?: This humanized designed cooler cart is equipped with a bottle opener and a cap catcher as well as a drainage plug for easy daily use and care; furthermore, it comes with two side"
"Quilo 3in1 Super Quiet Energy Efficient Portable Tower Fan & Evaporative Cooler & Humidifier, QE1SWS (White/Silver).",$149.99 ,$149.99 ,3,2.3,"Recreate a refreshing natural lake breeze in the comfort of your own home. The Quilo QE1S combines three appliances - fan, evaporative air cooler and humidifier - into one compact energy-saving"
Portacool PACCY130GA1 Cyclone 130 Portable Evaporative Cooler,$799.00 ,$799.00 ,18,4,"Dual water fill options (manual fill or with a hose connection) 
Comes with adjustable louvers
Convenient water control valve"
Portacool Cyclone 140 Portable Evaporative Cooler,$999.00 ,$999.00 ,5,3.6,"Dual water fill options (manual fill or hose connection)
Water Level Indicator
Low Water Shutoff
No assembly required"
Zimtown 80 Quart Rattan Rolling Cooler Cart Ice Beer Beverage Chest on Wheels with Shelf,$135.99 ,$135.99 ,3,4.3,"Convenient Use
80 Quart PP Rattan Cooler Cart
his Cooler Cart Includes Two Top Lids And Both Of Them Can Open"
"Ice Cooler, 2020 Upgraded Rolling Cooler with Foldable Picnic Table and 2 Portable Fishing Chair, 30-Quart Wheeled Cooler for Camping, BBQs, Tailgating & Outdoor Activities, Blue, I7451",$77.59 ,$99.99 ,0,0,"DURABLE STRUCTURE - Cooler with Wheels features a movable stack tray, fold-down sides that open up to a picnic table, and foldable stools, it designed with sturdy iron tubing stands and large wide"
Pelican 24 Can Soft Cooler,$299.95 ,$299.95 ,0,0,"Quick access, dual-lock buckle system
100 percent leakproof TIZIP zipper
Compression molded antislip base"
"Engel 65 High Performance 14.5 Gallon 70 Can Roto Molded Ice Cooler, Haze Gray",$389.94 ,$389.94 ,25,4.96,"- ""IGBC Certified Bear Resistant Container"" - molded on rear lid of cooler- Up to 10 days Ice Rentention- Dry ice compatible"
Evapolar First Nano Tech Portable Personal Evaporative Air Cooler with Air Humidifier and Cleaner - White,$109.00 ,$179.00 ,14,3.1,"3-in-1: cooler, humidifier, cleaner doesn't need freon or any other toxic coolant creates cool personal microclimate using natural evaporative technology"
Coca-Cola 6 Can AC/DC Personal Mini Cooler/Mini Fridge (4.2 Quarts/4 Liters),$44.99 ,$50.00 ,281,4.3,"Personal mini fridge featuring classic Coca-Cola design - Ideal cooler for use at home or while on the go in your truck, boat, or RV
Compact 4.2 Quart (4 Liters) capacity - Can fit up to"
"Ktaxon 26L Portable Fridge Cooler and Warmer Electric Mini Thermoelectric Dual Cooling Warming Digital Plug In Refrigerator for Car, Travel, Office???Home",$63.99 ,$63.99 ,7,4,"KEEP COOLING AND WARNING:keep cooling performance during your journey.Fresh all way and super energy sa
CAR AND HOME USE:include AC/DC adapters
STORAGE SPACE:26 Liters capacity"
Portable USB Mini Air Conditioner Cooler LED Humidized Evaporative Fan Personal Desktop Office Home Car Cooler,$18.99 ,$18.99 ,3,1,"3 IN 1 Function
Eco-friendly design
LED Night Light"
"Ozark Trail 26, 52 and 73 Quart Coolers T-Latches, Black",$7.94 ,$7.94 ,8,3.9,"Includes: 2 T-Latches
Fits Ozark Trail 26, 52 and 73 QT High-Performance Coolers
Heavy-duty rubberized latch design enables snug, secure closure"
Deluxe Rolling Cooler Bag Beach Insulated Wheeled Picnic Soft Cooler Grocery Shopping Cart with Removable Liner Black/Red,$44.50 ,$59.99 ,0,0,
Frosty 120 Premium Roto molded Cooler 8 sizes,$299.99 ,$299.99 ,1,5,"Frosty Coolers are premium quality roto molded coolers For Fishing, Hunting, Camping, Tailgating, BBQing. These coolers are built with high end materials and features provide a very premium cooler at"
Engel Deep Blue 35Qt 35 Quart White DeepBlue Cooler Ice Chest - ENG35W,$174.95 ,$174.95 ,2,5,"Engel
Marine Cooler
Ice Chest"
"Mini Portable Air Conditioner Fan, 9.5-inch Small Desktop Fan Quiet Personal Misting Table Fan Mini Evaporative Air Circulator Cooler Humidifier for Office, Dorm, Nightstand",$39.76 ,$39.76 ,9,2.8,"In the water tank, keeps your skin moisture or enjoy fresh air.A tank of water can continuously spraying for 4-6 Hours, and the humidification function can automatically turn-off when the tank"
Freez Pak? Icicle Resuable Ice,$1.64 ,$1.64 ,44,4.3,"Ideal size for insulated lunch totes
Keeps insulated totes and lunch kits cold for hours
Safe, non-toxic"
"Honeywell CL201AE 470 CFM 280 sq. ft. Indoor Portable Evaporative Air Cooler (Swamp Cooler) with Remote Control and Bonus Replacement Filter, Silver",$229.63 ,$229.63 ,3,3.7,Merchandise
Roto Molded Cooler Rubber Latch Assembly Kit,$14.95 ,$14.95 ,1,4,Includes 2 Latch Assemblies and 6 Stainless Steel Screws
K2 Coolers Summit 90-quart Cooler,$383.14 ,$449.00 ,0,0,"1-piece, roto-molded construction for extreme toughness and durability
Constructed of food-grade material that is UV-resistant and DryIce compatible"
Gymax 120 Can Beverage Refrigerator Beer Wine Soda Drink Cooler Mini Fridge Glass Door,$259.99 ,$259.99 ,3,3,
80QT Rattan Square Legs Cooler with Shelf,$163.65 ,$163.65 ,0,0,80QT Rattan Square Legs Cooler with Shelf
Koolatron P75 12V Kool Kaddy Electric Cooler and Warmer (36 Quarts/34 Liters),$122.24 ,$122.24 ,11,4.1,""" Thermoelectric 12 volt Cooler - Warmer with wheels*NEW_LINE*"" Can be used horizontal or vertical*NEW_LINE*"" Powers from 12V outlet*NEW_LINE*"" AC adapter optional for use at 110V"
Igloo Quick and Cool 150,$103.88 ,$103.88 ,7,4.1,"Ultratherm insulation in body and lid keeps ice frozen up to 7 days
Quick-access hatch provides convenient grab-and-go access
Reinforced swing-up handles for versatile"
Extreme Pak??? Digital Camo Cooler Bag w/Zip-Out Liner,$29.06 ,$29.06 ,2,5,"The Extreme Pak Digital Camo Cooler Bag with Zip-Out Liner is great for a school or work lunch box, to pack water bottles and snacks when running errands, or as an all-around tote for your belongings."
"nICE CXG-516786 36"" Stainless Steel Cannon?? Single 6-Can Insulated Cooler",$49.64 ,$49.64 ,0,0,"Nice CXG-516786 36 in. Stainless Steel Cannon Single 6-Can Insulated Cooler, Silver"
Coleman 10 Qt. Party Stacker Picnic Cooler,$33.98 ,$33.98 ,4,4.8,"Features:
Cooler
Bail handle for easy carrying
Two coolers interlock on the lids of larger Party Stacker Coolers
Stacking design makes storage easy and"
"Rinco Luau Beach Party Palm Tree Inflatable 48"" Drink Cooler, Blue",$19.43 ,$19.43 ,0,0,"-48 Inches Tall
-Inflatable Cooler
-Luau Themed Palm Tree"
CASCADE COOLERS 50L TAN (WITH WHEELS) SUMMIT SERIES PRO ICE CHEST ROTOMOLD COOLER,$270.00 ,$270.00 ,0,0,"Rotomolded Cooler with Commercial Grade Lid Gasket Seal, to keep the cold inside, and the heat out.3"" High Density Multi Compound PU Foam Pressure-Injected Insulation System.Heavy Duty Rubber Latches."
"Primo Ceramic Water Dispenser with Stand, Model 900114",$43.12 ,$43.12 ,393,4.6,"Coupons for Primo water included - Redeemable at most Walmart locations
Dishwasher-safe white ceramic body
Dispenses refreshing room temperature water"
"The First Years 3-in-1 Bottle Warmer & Cooler, Baby Bottle Holder and Sterilizer With Auto Shut-Off",$25.50 ,$25.50/lb,157,4,"Deliver bottles at the perfect temperature every time without even stepping out of the nursery
Also works as a baby food warmer and a pacifier sanitizer
Makes newborn feeding"
"Primo Countertop Water Dispenser, Black, Model 601148",$29.88 ,$29.88 ,58,2.9,"Coupons for Primo?? water included - Redeemable at most Walmart locations
Dispenses refreshing room temperature water
Spill-proof, dishwasher-safe bottle"
Coleman 12 Can Carry Chiller w/Ice Sub Cooler Red 2000013694,$32.22 ,$32.22 ,2,3,"Holds an entire 12-pack of soda
Slim, compact chiller
Specially designed ice substitute core"
"8 Inch Twin Size Mattress,Morpilot Memory Foam and Innerspring Hybrid Mattress/bed in a Box, Pressure Relief, Sleeps Cooler, Individual Pocket Spring, Motion Isolation,10-Year Warranty",$21.99 ,$249.99 ,21,5,
"Sub Z 23 Quart Outdoor Camping Hard Cooler with High Back Camouflage Seat, Tan",$99.99 ,$184.01 ,11,4.7,"Designed for the active hunter, fisherman or soccer mom user
Built to last"
"Sub Z 23 Quart Outdoor Camping Hard Cooler with High Back Camouflage Seat, Tan",$99.99 ,$184.01 ,11,4.7,"Designed for the active hunter, fisherman or soccer mom user
Built to last"
UpBright AC / DC Adapter For Igloo Model: ICELESS Recreational Vehicle Refrigerator 26 28 28-Quart 25 Liter 40 Chill Thermoelectric Travel Cooler Cool Fusion 40 Quart Icy,$17.99 ,$17.99 ,1,5,UpBright AC / DC Adapter For Igloo Model: ICELESS Recreational Vehicle Refrigerator 26 28 28-Quart 25 Liter 40 Chill Thermoelectric Travel Cooler Cool Fusion 40 Quart Icy
Costway Portable Rattan Cooler Cart Trolley Outdoor Patio Pool Party Ice Drink Mix Brown,$189.99 ,$189.99 ,22,4.7,"Lightweight Yet Durable And Stable Construction
With two rattan shelf for place drinks, snacks, and bottles
Drains easily with inner drainage hole
With a rattan handle for"
Picnic At Ascot 32 Can Collapsible Rolling Cooler,$43.08 ,$43.08 ,1,5,"Made of 600D poly-canvas material in blue
Features insulated waterproof cooler compartment
Velcro straps enable cooler to fold flat for storage
32 can capacity cooler with"
Personal Space Air Arctic Air Cooler Quick & Easy Way to Cool Air,$27.89 ,$27.89 ,10,2.2,"Enjoy Cool
High quality
Clean Air"
Igloo 52 Quart Bmx Lunch Beverage Ice Cooler Gray 00049783,$86.52 ,$86.52 ,141,4.7,Igloo 49783 Bmx 52 Carbonite
Hessaire MC18M Indoor/Outdoor Portable 500 Sq Ft Evaporative Swamp Air Cooler,$101.08 ,$101.08 ,0,0,PPS Packaging 246345 500SF 1300 CFM Mobile Evaporative Cooler
"GigaTent 16 Can, Soft Cooler with Bottle Opener, Collapsible",$19.99 ,$24.99 ,1,5,Merchandise
"NewAir AB-1200BC1 126-Can Custom Designed ""Beers of the World"" Beverage Cooler",$299.99 ,$299.99 ,54,5,This limited-edition beverage fridge features on-trend design that highlights your love of craft brews. The sharp black exterior has an all-over print filled with graphics reminiscent of hand-printed
"Frigidaire Hot and Cold Water Dispenser, White",$98.17 ,$98.17 ,19,4.2,Hot and cold water dispenser; holds 3- or 5-gal. water bottles; removable drip tray; fashion style; stainless steel weld tank
Intex 56855VM American Flag Inflatable 2 Person Pool Tube Float with Cooler,$39.99 ,$39.99 ,5,5,"Patriotic American flag design
Pump included: No
All-around grab rope
5 air chambers for durability and floatability
Mesh bottom to help keep you cool"
Coleman Cooler Thermoelectric without Power Hot/Cold 40 Quart,$114.59 ,$114.59 ,32,4,"Chill or warm your food and drinks at the office, in your dorm room or on the road in a Coleman?? PowerChill? 40 Quart Hot/Cold Thermoelectric Cooler. You choose: hot or cold. As an iceless cooler it"
Lifoam Freez Pak Reusable Cooler Ice Pack,$11.15 ,$11.15 ,0,0,Lifoam Freez Pak Reusable Cooler Ice Pack
Fatboy 70QT Rotomolded Wheeled Chest Ice Box Cooler Desert Camo,$259.95 ,$259.95 ,0,0,"ExternalDim: 33.5""W x 17.5""D x 18"" H
HoldsIce: 9+ days
InternalDim: 27""W x 12""D x 13.5""H
5 YearLimited Warranty
Color:Desert Camo"
ChillMED Elite Diabetic Organizer Supply Kit | Insulin and Medication Travel Cooler Bag and Ice Pack - Up to 14 Hours of Cool Time - Slate,$39.99 ,$39.99 ,2,1,INSULATED BAG - closed cell foam insulation throughout the bag not only cools but also protects supplies & medication. Separating the cool and non chilled compartments allow for maximum cooling
"OPUX Premium Lunch Box, Insulated Lunch Bag for Men Women Adult | Durable School Lunch Pail for Boys, Girls, Kids | Soft Leakproof Medium Lunch Cooler Tote for Work Office | Fits 8 Cans",$12.99 ,$16.99 ,50,4.8,"Measures at 10"" x 7"" x 7.75"" (L x W x H); Fits 14 can; Available in 19 colors!
DURABLE CONSTRUCTION - Dual reinforced zippers for easy opening; Made with high-quality nylon and"
Engel Deep Blue 65Qt 65 Quart Tan DeepBlue Cooler Ice Chest - ENG65T,$234.95 ,$234.95 ,0,0,"Holds Ice For Up To 10 Days
Best In Class Ice Retention And Overall Performance With 2 Inches Of Polyurethane Insulation All Round"
"Engel Coolers 19 Quart 32 Can Capacity Lightweight Insulated Cooler Drybox, Tan",$64.89 ,$64.89 ,2,4.5,UC19-T
Costway 1PC Adjustable Outdoor Patio Rattan Ice Cooler Cool Bar Table Party Deck Pool,$75.99 ,$75.99 ,43,4.7,"Weather resisitant
Adjustable& Chic Design
Easy to move
Overall dimensions:dia17.3'' x22.0''-37.4''(H)
Capacity:5.5gal"
"Orca ORCLB058 58 Quart 72 Can Roto Molded Insulated Ice Chest Cooler, Light Blue",$283.89 ,$283.89 ,0,0,Orca 237415 58 qt. Light Blue Cooler
"Igloo Sportsman Cooler (Hunter Green, 30-Quart)",$83.00 ,$83.00 ,4,5,Igloo Sportsman Contour Cooler
Portacool Cyclone 160 Portable Evaporative Cooler,"$1,999.00 ","$1,999.00 ",8,4.3,Merchandise
Coleman Soft Cooler with Liner,$21.75 ,$21.75 ,6,4.2,"30-can cooler
Removable hard liner
Side handles"
Picnic at Ascot Cooler Backpack,$31.99 ,$40.42 ,2,3.5,"Dimensions: 14L x 11W x 8H in.
Tough, lightweight polycanvas exterior
Your choice of available colors
Thermal Shield insulation for enduring freshness
Designed with"
EPIC BACKPACK COOLER TOTE CAMO,$17.99 ,$19.99 ,0,0,"Made of polished 600D polyester. Easily converts from a tote to a backpack by simply sliding both straps down.Dual zippered closure, one compartment for storage and one padded insulated cooler"
"OPUX Lunch Bag Insulated Lunch Box for Women, Men, Kids | Medium Leakproof Lunch Tote Bag for School, Work | Lunch Cooler with Shoulder Strap, Pocket | Fits 8 Cans (Black)",$13.99 ,$16.99 ,17,4.6,"Size Options: Standard OR Tall | Regular Measures 10"" x 7"" x 8"" (L x W x H), 6 Can Capacity | Tall measures 10 x 8 x 9.5 (L x W x H), 20 Can Capacity. | Available in 8 colors!
This premium"
"Long-Lasting Ice Pack for Coolers, Lunches, Camping, Fishing, and More, Alaskan Series by Arctic Ice, Reusable Medium Ice Pack",$13.76 ,$13.76 ,4,5,"Arctic Ice Long-Lasting Reusable Ice Pack 
Great for tailgating, coolers, lunches, traveling, parties, camping, fishing, hunting and injuries
Reusable up to 100,000 times"
ORCA Tan 20 Cooler,$199.99 ,$199.99 ,1,5,COOLER 20 QUART TAN INSULATED
Wooden Patio Cooler,$137.97 ,$137.97 ,0,0,"Materials: Eucalyptus hardwood
Weatherproof
Color: Brown"
Keter 7.5 Gallon Cool Bar Modern Beverage Cooler Table,$62.48 ,$79.99 ,20,4.5,
Rio Midnight Sands 77 qt. Entertainer Rolling Party Cooler,$149.50 ,$149.50 ,77,4.2,"Dimensions: 37.75L x 31.5W x 15H in.
Rust-resistant powder-coated steel frame and body
77 quart capacity is able to hold up to 100 cans
Dark, Midnight Sands color looks"
